gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MonthlyCharges,TotalCharges,InternetService,Contract,Churn
Female,-0.4121723335206783,Yes,Yes,-0.6306333408883804,No,-3.7165665305234636,1.11739998346193,Fiber optic,One year,1
Female,3.257292029917795,Yes,Yes,-0.5456920486893941,No,3.5997842889220313,-1.3407034214638038,No,Month-to-month,1
Female,-2.831622290429319,Yes,Yes,2.4776105437825513,No,-6.546676116169727,-1.917883013761883,Fiber optic,One year,0
Female,-1.0926200535931427,Yes,No,-1.873961187451457,Yes,-1.693389590048006,0.7398837519089814,DSL,Month-to-month,1
Male,-1.6402577225156705,No,No,-5.416264720826111,No,-3.7960320413287083,4.156720779317545,No,Two year,1
Female,1.517582205267006,No,Yes,-1.0309107171853253,Yes,-0.5215622892908969,0.06397201803797992,No,Two year,0
Female,-2.9224836252993303,No,No,-1.2467538495967636,Yes,-9.053038413391512,0.9248775993108108,No,One year,0
Female,-0.854453672372558,No,No,-0.5378424382067291,No,-4.387983328882952,0.20596423716502676,No,Month-to-month,0
Male,0.09528031873324116,Yes,Yes,-1.1731596253620418,Yes,-2.2866391057873328,0.3786934557548485,No,Two year,0
Male,-3.1117583730758276,Yes,Yes,0.012619853495227429,Yes,-5.609715098762759,-0.1968068466894788,No,One year,0
Male,-0.360362103732607,Yes,Yes,-0.7963460164606447,No,-2.675650356072082,0.038266885146095,Fiber optic,One year,1
Female,-2.278720586800172,No,Yes,2.1614226809609907,No,-3.269496409647579,-2.805143901978904,Fiber optic,One year,0
Female,1.1717298377663852,No,No,2.96676490726602,No,2.697126923684427,-2.2600316800349347,DSL,Month-to-month,0
Female,-1.6434650942995197,No,Yes,0.9091905122531424,No,-6.052214182866333,1.3870752643883215,Fiber optic,One year,0
Female,0.7365706230010001,No,No,-3.775379874139087,No,-1.716210172018713,1.8030315509527064,DSL,Month-to-month,0
Male,-1.3456578652495081,No,Yes,2.5426813259191254,Yes,-1.1659174134386385,-1.4065174615355396,DSL,Two year,1
Male,-0.6428969768600121,Yes,Yes,0.009765702057168202,Yes,-1.3085069609923254,2.641675137141631,DSL,Two year,0
Male,-0.5630718327216349,Yes,No,1.7264767748050889,No,-3.2270398111814798,3.122175600750895,DSL,One year,0
Male,1.5329261811034591,Yes,Yes,2.9913060044562334,No,2.3943637860605027,-0.8777026974953984,Fiber optic,Two year,1
Male,-1.9216765537990466,Yes,Yes,0.07858789749243333,Yes,-1.2489418689842693,-0.46618011218905653,DSL,Month-to-month,0
Male,-3.070295817100239,No,Yes,3.2295121868671064,No,-3.641455722351984,-3.6749442532044116,Fiber optic,Two year,1
Male,-0.6790337243086082,Yes,No,-1.354352461514926,No,-4.957244906502925,-2.1612252362443085,DSL,Month-to-month,1
Female,-2.7943285984179704,Yes,Yes,-0.8797641659874518,Yes,-5.90110630649683,0.6959984824277695,DSL,One year,0
Male,2.138246672819815,No,No,-3.328952520782363,No,0.2834344850743066,0.6489678412951791,No,One year,0
Female,-0.9177938287397471,No,No,1.086567213118778,No,-3.170732487612396,-2.2418537140808175,DSL,One year,1
Female,1.5643581972868525,No,No,0.3570987637970615,Yes,3.2801657337449424,-1.4466917558793135,DSL,Two year,1
Male,-2.6831562168625296,No,Yes,-0.8766861521997227,Yes,-4.303859575800639,0.14897069461136814,DSL,Two year,0
Female,0.8113460011473035,Yes,No,1.501990490393157,No,0.3829907682165476,-0.16276293442033607,No,Month-to-month,0
Male,-1.2948991815850768,No,Yes,2.1854977407085108,No,-0.3747095292346058,-1.035557599698397,No,One year,0
Male,-3.063147222122544,No,Yes,-0.9066728444122099,No,-5.079157994186054,-1.07028015628715,No,One year,0
Male,-3.6154187798843567,Yes,No,1.3881346327095914,No,-3.172921133805118,-0.2850330842745714,No,One year,0
Female,-3.3503878340495232,No,Yes,-0.6995019784115202,No,-4.493507530506713,-1.1635712948364807,No,One year,0
Male,-1.4818967204876632,Yes,Yes,0.301379091072034,Yes,-3.2839127482218515,1.0906397207195426,No,Month-to-month,0
Female,0.7644444629055318,Yes,No,3.0596878520593553,No,-1.1903382070911954,1.349493303845379,DSL,Month-to-month,0
Male,-0.4238694646036546,No,No,0.8410685432825807,Yes,-2.35599296770188,1.4495047085742694,DSL,One year,0
Male,2.061392861374451,No,Yes,-2.7154576307762683,No,-2.5112079175910424,2.4440158635774587,Fiber optic,Two year,0
Female,1.377271136576325,Yes,No,0.9840435839297755,Yes,2.512176300899058,-1.2742602789238195,DSL,One year,1
Female,-2.5908970373365103,No,Yes,-0.33163971889190125,Yes,-3.382820976947545,1.199957517599358,No,One year,1
Female,-4.17201359204088,No,No,-1.5417717893772651,Yes,-8.217252217016627,1.9853787057341403,No,Month-to-month,0
Male,-2.0616053126157414,Yes,No,-1.0968160122630009,Yes,-1.9327779016039772,-0.5341246955147314,Fiber optic,One year,0
Female,2.1897781602739643,No,No,4.702275268468014,No,3.62460234900662,1.7827635762891565,No,Two year,0
Female,-0.2948542703096254,Yes,Yes,1.2051183841011797,No,-0.4774666834529337,1.9898451103932009,No,One year,0
Female,0.6436140446941379,Yes,Yes,1.1186635087833474,No,-2.426953701208092,0.3485995778979254,DSL,Month-to-month,1
Male,0.607926591432099,Yes,Yes,0.979633704166819,Yes,0.06036530190893071,-0.6705084419342984,DSL,One year,1
Female,-1.3444940837193011,Yes,Yes,0.5392044232799702,No,-3.7007578329804485,-1.5034157084403106,Fiber optic,One year,0
Male,-2.5553263237265096,No,No,-1.420601610686203,No,-4.573927196934256,-3.340818976959937,DSL,Month-to-month,0
Female,0.20031998385823768,Yes,Yes,-1.560290383475401,Yes,-4.386600975700265,-1.20462069522624,No,Two year,1
Male,1.2112849521559315,No,No,0.018003409102004375,No,1.274405243899471,-0.1345785658583044,Fiber optic,Month-to-month,1
Female,-0.8610300909240666,Yes,Yes,2.277266979802092,Yes,1.1138025610454534,1.6907770273158074,No,One year,0
Female,-1.1578453703491396,Yes,Yes,-0.9217793004099413,Yes,-1.897639361742136,-1.1479668243364074,Fiber optic,Two year,1
Male,-0.3698737639659896,No,No,-0.7968292222696802,Yes,-2.5979528074801057,-0.5105924522101697,Fiber optic,Month-to-month,0
Male,-2.743477339901963,No,Yes,-0.6440029353855625,Yes,-3.5305738425326876,-2.2587597696992647,No,Two year,0
Male,1.4177295153163696,No,No,3.7166283705546155,No,3.195859566282028,1.3312321205852995,Fiber optic,Two year,0
Female,-1.2710349530960503,No,Yes,-0.18502589882551956,No,-4.802335021482174,-1.2880121918143728,DSL,Two year,0
Female,-1.184131615736857,Yes,Yes,-1.9961402817539127,No,-4.623769656298939,-0.5111590396878436,Fiber optic,Month-to-month,0
Female,-0.9302602547539949,No,Yes,-1.739031179799156,No,-3.9494784463346986,-1.394561699448827,DSL,One year,0
Female,2.7232446196343654,Yes,Yes,-0.6037165557192667,No,3.8589705255412827,1.8433793408160994,Fiber optic,Month-to-month,1
Female,1.6740764762975315,No,No,-4.351082695561024,Yes,-1.3358015727065833,0.9792775856936402,DSL,One year,0
Female,-2.2158324034045593,Yes,Yes,-0.9715618433564099,No,-5.236078297878646,1.5760398440425605,No,Month-to-month,0
Male,1.2757350714199642,No,No,1.2501570244796736,Yes,-1.3117967095501466,1.7278695968799294,No,Month-to-month,0
Male,-2.290857860325457,No,No,1.9918363655965572,No,-1.0300862109032902,0.6557586308277059,Fiber optic,One year,1
Female,-1.2349039546004672,No,Yes,-2.8231419285220927,No,-1.5207285822710708,-0.50706299844631,DSL,One year,0
Male,-2.603672272200555,No,Yes,-2.784960819942781,No,-3.7342934433808326,2.8784899965673603,No,One year,1
Male,-1.3297734997931192,Yes,No,1.9407085394914676,No,-3.7072723369144276,0.8719545024395063,No,Month-to-month,0
Female,1.066313605050386,Yes,Yes,1.931369984768882,Yes,-1.0110674491081637,0.2688697762505654,DSL,Two year,1
Male,0.40368638532499435,Yes,Yes,0.3052946098509507,Yes,-2.3280132740951154,-2.3555609557104487,Fiber optic,Two year,1
Female,0.500734664661908,Yes,No,-0.5725342985904036,No,0.11332246161555773,-0.6100573701493759,No,Month-to-month,0
Female,-0.2648449709820683,No,No,-0.6084344473799643,No,-3.081831117073607,0.0663821612549993,DSL,Month-to-month,0
Female,1.7598211802356962,Yes,Yes,-1.2166260427389832,Yes,0.5975072470837968,-0.26486491941267587,Fiber optic,Two year,1
Male,-1.2172460629614579,Yes,Yes,0.5759257388854984,Yes,-1.90818777618784,2.306872673836797,DSL,Month-to-month,0
Female,3.0285146386503152,No,Yes,0.26084429100313056,Yes,1.8867760361202595,-0.32224783217696507,Fiber optic,Month-to-month,1
Male,-4.1519009244523986,Yes,Yes,0.4587762952173491,Yes,-3.927175327001746,-3.569481611611178,DSL,Two year,0
Female,-1.4215416344896552,No,Yes,-1.5922593767457607,No,-3.059944085971853,-0.11480799301221656,DSL,One year,0
Female,-2.1348395228767214,Yes,Yes,-0.573966550475195,Yes,-3.8229531678376305,-4.584349440341162,DSL,Month-to-month,0
Male,-2.5017691893390968,No,Yes,-1.8606075103787671,No,-5.0464693606829325,-0.990636295568616,Fiber optic,Two year,0
Female,-0.35342029735657765,Yes,Yes,1.7599114979588877,Yes,-2.013338492289105,2.667923747777241,No,Two year,0
Female,0.8168687540151687,No,Yes,-0.820744589257702,No,-2.9933210985007355,-0.37139319178498265,Fiber optic,Month-to-month,0
Male,-1.3038559213097243,No,Yes,0.5121083721458961,No,-0.02663877850633762,2.334469786367788,No,One year,1
Male,-1.3225352730659625,No,Yes,-0.7107724665443724,Yes,-3.2906603729338078,-0.8752714935166653,Fiber optic,One year,0
Male,-1.763349810145341,No,No,-1.500418805287714,No,-0.2068700197741043,-1.2026098492028874,DSL,Month-to-month,1
Female,-4.561898743778627,Yes,No,-2.060474242666082,Yes,-9.951496489813863,0.25879655800595713,DSL,Month-to-month,0
Male,-1.6528588396233892,Yes,Yes,1.534477932526088,Yes,-3.381337267685662,0.5695760421417364,No,One year,0
Male,-1.341202209403973,Yes,Yes,-2.3010111799443456,No,-2.2560426478071314,-0.42997179730825397,Fiber optic,Two year,0
Female,1.72734512535586,Yes,Yes,0.3889408085517536,Yes,3.434129266467881,-2.848578450552252,No,One year,1
Female,1.749614210530018,No,Yes,1.9106004525256677,Yes,3.3363274691821005,0.0001422183276764688,Fiber optic,One year,1
Male,-0.25827173845685747,Yes,Yes,1.2399988236519917,Yes,1.3502773947380748,-0.3342389558451553,DSL,One year,0
Female,-0.9904491169436803,No,No,0.588047118788773,No,-0.1394937343772649,-0.08773786433747222,DSL,Two year,0
Female,-0.6963602347241336,Yes,No,-0.17193784788209954,Yes,-5.539461367280253,-1.7619338644913776,Fiber optic,Month-to-month,0
Female,-2.8147567100597204,Yes,Yes,-2.49268056421616,Yes,-2.6064158302355,2.3348306155909966,DSL,One year,1
Female,-2.496322064337371,No,No,-0.05772133133045476,No,-4.128473982906325,-1.9280043331080685,Fiber optic,One year,0
Male,-2.5927156234323507,Yes,Yes,-0.36987915924183135,No,-6.308685083817099,1.080929770964785,Fiber optic,Two year,0
Male,-1.9522874571714215,Yes,Yes,-0.06394510583935675,No,-7.3110062614407,3.562238955862134,No,Two year,0
Male,-1.193788488608858,Yes,No,0.5186747010896975,No,-5.159161969239967,-1.2608402174861308,DSL,Two year,0
Male,1.099246913092979,Yes,No,2.8941387465069903,No,2.6445368625756007,-0.5115284804792641,DSL,Two year,0
Female,-0.3280473105436742,Yes,Yes,2.19599431772866,Yes,-1.510378547247331,1.8732067276429838,No,One year,0
Male,-2.0864047471676157,No,Yes,1.090486629125174,Yes,-4.6044645741542,-4.959590467416167,Fiber optic,Two year,0
Female,-3.6760176622139524,No,No,-0.7598065497586957,No,-6.400193072044272,1.428328906884534,DSL,Two year,0
Male,-0.2553367182507653,Yes,Yes,1.3451452636969967,Yes,-4.533429935050531,1.1391773399251102,Fiber optic,One year,1
Female,-2.1834262325434146,No,No,-0.3749800038503761,Yes,-5.471202333072353,0.6498087054194674,Fiber optic,Two year,0
Male,-1.3050138820085264,No,Yes,0.7757038112300199,Yes,-1.7598482385861933,-1.40062904379548,DSL,One year,0
Male,1.4705201022178205,Yes,No,-3.062084262511415,Yes,-2.640883573464592,0.3672497143094062,DSL,Month-to-month,0
Female,-0.21445781168345435,No,Yes,-1.3591240868321588,No,-1.9900882541440337,-1.943703165289787,Fiber optic,Month-to-month,1
Male,0.964308421963582,No,No,3.12851298467607,No,0.9699537766933408,1.0433428474405548,DSL,Month-to-month,0
Female,1.1110207615291787,Yes,No,-1.0873491770328902,No,-0.07571551585126123,-0.03541555982151057,No,Two year,0
Female,-0.12215252549143851,Yes,Yes,-1.019101742142074,No,-0.3693293624534994,-0.025598810869225774,Fiber optic,Month-to-month,0
Male,-0.38068864725970153,No,No,-1.0838189554258657,No,-0.7421316817599487,1.5123099579441328,No,Month-to-month,1
Female,-2.4966980598630824,No,Yes,0.4619010411847897,No,-6.292469250886598,3.6677533350291083,No,Month-to-month,0
Male,-1.9876920942508327,No,Yes,-0.9244628788445691,Yes,-3.706301997725027,1.5470953338734925,No,Month-to-month,0
Female,2.8708861578381066,No,No,1.7155957329906202,No,4.704321558682336,0.4169437314012565,DSL,Month-to-month,1
Female,-2.237297639841495,No,No,0.32191826115742983,No,-3.5487356058564115,2.4971195213417943,DSL,One year,0
Female,0.6140663708896668,Yes,No,-1.1006729873403,No,-2.0882185996703684,-1.9464976951975035,No,Two year,0
Male,0.9754519218234201,Yes,Yes,-1.153448190069394,No,-2.252551438921336,0.23522535037856707,Fiber optic,One year,0
Male,-2.9683651795779995,Yes,No,-2.012380031020241,Yes,-2.2254084317032996,3.9550516134818543,No,Month-to-month,1
Female,-2.256892007164083,Yes,Yes,0.7700839191558322,No,-3.4367677427507948,0.28480293531395984,DSL,One year,0
Male,1.0906123286368596,No,Yes,-2.617800666691915,No,1.276424384664086,-0.8704939765722628,Fiber optic,Month-to-month,0
Female,-0.5147655201753445,No,No,-0.2775757867785076,No,-4.420683513713073,0.39819645511557833,No,Month-to-month,0
Female,-2.1878984570286377,No,Yes,1.1535118370517616,Yes,-3.7891596643391443,0.9768031399396419,No,Month-to-month,0
Female,0.13822675748941604,No,No,0.5293510186195627,No,-0.6499835726736506,0.01008189350963562,No,Month-to-month,0
Male,-0.6764339663099302,Yes,No,2.6198814299343978,No,3.3538279623212475,-1.8383573161841875,Fiber optic,Month-to-month,0
Male,-1.7504619248317033,No,No,1.077779899198336,Yes,-2.8257538257422725,0.3998870316494417,DSL,Two year,0
Female,-1.0127438445401178,Yes,No,-1.3881457910386237,No,-0.7187888475551739,-2.1932534949471862,DSL,One year,0
Male,2.118446975443206,Yes,No,2.0232161066394583,No,3.148285776237346,0.45294248373230817,Fiber optic,Two year,1
Female,-0.6231478763341121,Yes,Yes,-0.9832555438778238,Yes,0.26463064106790707,1.4148224048118223,Fiber optic,Month-to-month,1
Male,-0.9935387631778274,Yes,Yes,0.02749362962386348,Yes,0.17785630960299562,1.246561073673076,No,Month-to-month,1
Male,0.7971896953140709,Yes,Yes,1.767375672366438,Yes,1.14378954935332,-0.22479455695088613,No,Month-to-month,1
Male,-0.43474209821425613,No,Yes,-1.0664837167773005,Yes,-1.0153049282378128,-0.5405467034315437,DSL,Two year,0
Male,0.7625824769056667,No,No,0.7493978954724844,Yes,1.1261032854164548,-2.5313627192870696,No,One year,1
Female,-2.0816114671712174,No,No,0.18323313796691365,Yes,-4.334408267467417,1.5582924507362503,DSL,Month-to-month,0
Male,-3.7563627868006773,No,No,1.1036895691437412,Yes,2.336868760389089,1.7389364890169519,No,Two year,1
Male,-0.0896711296631767,No,Yes,1.776012533534019,Yes,-1.8827499789982294,3.2551783847774347,No,One year,0
Male,0.21082898073563738,No,Yes,0.435827917897484,Yes,-2.465744843303015,-0.8264580864300242,DSL,Month-to-month,0
Female,-1.465970103793957,Yes,No,-0.8116559602868547,No,-6.481427100981809,-3.1138647512280513,No,One year,1
Male,0.8698614381970384,No,No,-1.04424882651109,Yes,-2.210120469298071,0.7533192999956154,Fiber optic,One year,1
Female,-1.4520620147664107,Yes,No,1.1682873226825259,Yes,-4.570816203105648,1.7173744027317939,No,Two year,0
Male,-2.897119212115187,Yes,Yes,3.471504500163177,Yes,-1.8492241536820406,-5.430438098804073,No,Month-to-month,1
Female,-0.04552547107850946,No,Yes,-2.404174185763898,Yes,-2.7861677121613417,-0.2501718084979997,Fiber optic,Two year,0
Female,-1.6881793128254512,Yes,Yes,-0.3969473456829167,No,-4.645522071945731,0.7942095778337324,No,One year,0
Male,-1.5453289869848983,No,No,1.4822474921739068,No,-2.272729815591529,-1.4984376658588485,DSL,Two year,0
Female,-0.5171454669489295,Yes,No,3.279243076593847,No,2.3090895940154827,-3.0823954589507117,Fiber optic,One year,1
Female,-1.9557981123189943,Yes,No,0.3514692273111928,Yes,-2.221320867813774,-3.4270539249233147,Fiber optic,Two year,0
Male,-4.2289039608027155,No,No,-1.093192033147956,Yes,-2.850790137922287,-0.12344893805685087,Fiber optic,Month-to-month,1
Male,-3.6191724118331234,No,No,-1.4611886865502979,Yes,-8.146111666541993,3.036174292825079,No,Month-to-month,0
Male,-0.19237039094982333,No,Yes,0.7509277636387355,Yes,-1.6391859650022718,-0.7588381388605276,Fiber optic,One year,0
Male,-1.2250713873930983,Yes,Yes,-1.2798747772943657,No,-1.2209923846588733,-0.6155082545465669,No,Month-to-month,0
Female,-0.3109501207836828,No,No,2.4319044450803204,No,-1.827669294662825,0.905606085907273,Fiber optic,Two year,0
Male,-0.8643669417397358,No,Yes,0.4737875297256524,Yes,-3.6199797916437944,2.817833443565255,No,Month-to-month,0
Male,-1.5804253611037105,Yes,No,1.1593367304642388,Yes,-3.5388193360473417,-0.5912628902252073,DSL,Month-to-month,0
Male,0.020055787847779394,Yes,No,0.14547874725505316,Yes,-4.724403741907985,-0.013176441220929647,DSL,One year,0
Male,-0.08519864239384567,Yes,Yes,0.6793873827699459,No,-2.7879826164623407,0.12051567379326389,Fiber optic,Two year,0
Female,0.2609399112325044,No,Yes,1.5146321079578526,No,-1.401876337666492,2.800720523141068,DSL,One year,0
Female,-1.0719952098774232,No,Yes,1.0200398974056866,Yes,-0.30364514264761977,1.3492438050414757,DSL,One year,0
Male,0.36757582383534415,No,No,1.6535938167835424,No,0.11289867277888119,1.4699246835331272,No,One year,0
Female,-1.812576875083567,No,Yes,-2.360136035912955,No,-0.8556714342096859,2.375877130763792,DSL,Month-to-month,1
Female,0.5621870830825002,No,No,0.8986059909517373,Yes,-0.6884617539696133,2.7494810063891544,No,Month-to-month,0
Male,-1.8646470417074505,Yes,Yes,-2.330218302011727,Yes,-4.151465772046468,1.7598699208112902,No,Two year,1
Female,0.6789876293441814,No,No,-2.889063596553485,Yes,-0.5404001365028158,0.8088382005893586,Fiber optic,Two year,1
Male,1.887487140763111,Yes,No,2.2996979310130463,Yes,3.2249994713740033,-0.7144952183957394,Fiber optic,Two year,1
Male,-3.3496099677176674,No,No,0.12736161364601994,Yes,-5.900994563619734,0.7528685540802134,Fiber optic,Two year,0
Female,1.1577621254082415,No,No,2.4413948214135557,Yes,-1.8841645197722778,3.6051124688707903,DSL,One year,0
Male,0.8647136633399697,Yes,No,-0.7946267721253208,No,0.17388457902232987,2.281393666444565,Fiber optic,One year,0
Female,0.6927772049355359,Yes,Yes,0.7822301895096633,Yes,0.23171519393441464,-0.9544489094590133,No,Month-to-month,1
Female,0.8591454447220255,No,No,-0.8797909295599939,Yes,0.08941054635204514,-2.537866762531808,DSL,Two year,0
Female,0.39341689930443136,No,No,-1.0601820062694782,Yes,-1.610325213824311,1.72138315825165,Fiber optic,One year,0
Female,-1.7099962037341347,Yes,Yes,0.7837586928767863,No,-3.649960286061671,1.456206859433582,Fiber optic,Two year,0
Male,-1.1821583853329811,Yes,No,-0.31672695178767674,No,-0.3622277912763339,-3.7719581924576318,DSL,Month-to-month,0
Female,-2.5944194581433164,No,No,0.4130937495415541,No,-0.5543171099057702,-3.521704247703664,DSL,Month-to-month,0
Male,-0.7654947641035299,No,Yes,-1.9359658284990842,Yes,-0.49641317576420624,-3.4765786820285234,Fiber optic,Two year,0
Female,-0.6855953120421404,No,No,-1.3502948150320455,Yes,-2.843207961660527,-0.09061081567568052,DSL,Two year,0
Female,-0.3225103378413884,Yes,No,0.5971852445137775,Yes,-0.10093603347679739,-0.7333830597357851,No,One year,0
Male,-1.6586402807972909,No,Yes,-2.066947379493164,No,-1.3902215772540205,1.7576928450860638,Fiber optic,Two year,1
Female,-1.4114190089488108,No,No,0.5664135053358563,No,-1.7845387877653887,0.8591879870784018,Fiber optic,One year,0
Female,-1.7899429704106598,Yes,No,-0.18058024087516555,No,-3.7124483616396633,0.8368258603587031,Fiber optic,Month-to-month,0
Female,-0.16184034650853407,No,No,-0.9490565857920796,Yes,-2.5282554279620366,-2.1150946782636266,No,One year,1
Female,-0.742325001745431,Yes,No,-1.7321452258772503,No,-1.7275053729639858,4.8094508031094945,No,Two year,1
Male,1.361210991173718,Yes,Yes,3.5641597762175934,No,4.3824001111050945,0.3689402343047714,DSL,One year,0
Female,-0.47446023111588154,Yes,No,-2.10455095712135,Yes,0.9544212727239467,-0.948377474309111,DSL,Month-to-month,0
Male,0.3245377215975591,No,No,-0.3120501839990085,No,-3.7554356151568875,-0.1733154766402767,DSL,One year,0
Male,-1.152234229584629,Yes,No,2.262439101375846,Yes,0.26418182371545956,-1.422353127767949,Fiber optic,One year,1
Male,-2.6617432962069922,No,No,0.0587103362420216,No,-6.759411269802197,1.0456260750639648,Fiber optic,One year,0
Male,-2.2611175044774514,No,No,3.5692984877100997,No,0.8668533902290015,-1.5124991280640199,Fiber optic,Two year,1
Male,-1.3861122503780623,Yes,Yes,-1.3986069114779878,Yes,-3.1447680563957885,-1.413125947985605,Fiber optic,One year,0
Male,-0.8736653484752899,No,Yes,1.1799067121236295,Yes,-4.56513430276813,2.703068382120222,No,One year,0
Female,-1.2183179065704421,No,No,1.116602746750322,Yes,-2.7063980267056156,2.6509195780271115,Fiber optic,Two year,1
Female,-0.94754852235233,No,Yes,1.1914158833534565,Yes,-1.2831466899758992,2.8737971273971628,Fiber optic,One year,0
Female,-1.224614862370274,No,Yes,0.9453381996435131,Yes,-6.21138826907246,2.0086385080050038,Fiber optic,One year,0
Female,-0.758388608037677,Yes,No,-0.3883391389981595,No,-4.5908548411651315,-2.234102109274043,No,Month-to-month,0
Male,-2.3836745852498233,No,Yes,0.04821843321834973,Yes,-5.099968428958439,1.314611573672861,DSL,Month-to-month,0
Female,-1.1453901487011744,No,No,2.1967811216111643,No,-0.017209828788869116,-2.6504624618627775,DSL,Two year,0
Female,0.8313818356121632,Yes,Yes,2.8716255478346575,No,3.2168098503408924,-0.2028649317988106,No,One year,1
Male,0.11871147283742989,Yes,No,1.6028696181746986,No,-2.143924086797026,1.7439723330585095,No,Month-to-month,0
Female,-1.2240934847388538,Yes,Yes,-0.4506732815722563,Yes,-3.595753594418289,2.347826718371093,Fiber optic,Month-to-month,0
Male,-2.4488849585221315,No,No,1.6781872786306242,Yes,-4.241232530378836,-2.542701233777259,DSL,One year,0
Female,-1.765033176250193,No,Yes,0.6179583435887894,No,-5.693968211474201,-2.147093836615686,DSL,One year,0
Male,0.09580442962308022,No,Yes,-0.3096925858679618,Yes,-0.9758293381826209,3.3881693939743047,DSL,One year,0
Male,-1.6792459001536066,Yes,Yes,1.504152093419552,Yes,-4.237447499464921,-1.0913341183713536,No,One year,0
Male,-0.6600765361029458,Yes,Yes,0.36547683466598535,Yes,-2.0977048516000787,2.5093332875650836,No,Month-to-month,1
Male,-0.03262989775324454,Yes,No,-3.286940068058219,Yes,-1.043657508545308,2.429116486140999,No,Two year,1
Female,-0.061935651800173463,Yes,No,-1.4746962225813642,No,-0.051252777083079855,4.096054624590284,DSL,One year,1
Female,-1.3928108757149633,No,No,-1.2867836140429767,Yes,-2.983209168057593,-1.733383080500182,DSL,Two year,0
Male,1.5150177915059366,No,Yes,-0.29814858752163775,Yes,1.3832211246346504,1.894422580241077,No,Month-to-month,1
Female,-0.6691086974544921,No,Yes,1.7047525588949113,No,-1.7787792068165187,3.3896737799284646,DSL,Month-to-month,0
Male,-2.3965664068165555,No,Yes,0.836470982920793,Yes,-3.2605365208890587,-3.9884615166961668,DSL,Two year,0
Female,-3.6487397085460493,No,Yes,-0.9269035218674575,No,-5.385761467892989,-0.9038796777226621,DSL,Month-to-month,0
Female,0.25700462371770993,No,Yes,2.552351218335647,Yes,0.7518076958093464,2.092403633479088,No,Month-to-month,0
Female,-2.6628820657610506,Yes,Yes,1.1695393904916715,No,-1.336541222392434,-3.0257123503208847,Fiber optic,Month-to-month,0
Female,0.17566226628713166,No,No,-1.2859919619071352,Yes,-2.3371246280451468,-1.1836462315486234,Fiber optic,Two year,0
Female,-0.2166948346667128,No,Yes,2.330620120176022,No,-1.3887741851047464,2.548388241689923,Fiber optic,One year,0
Male,0.45287596060783986,Yes,No,1.9373981837558354,Yes,0.23675222309682467,0.7586290988552526,DSL,Two year,0
Female,-1.087606201398242,Yes,No,0.8189807834544808,Yes,-2.3377915018671915,1.6335920689608914,DSL,One year,0
Male,1.4472873050866326,Yes,Yes,3.206597887647787,Yes,-0.9235874156187281,2.3956759648162436,DSL,Two year,0
Male,-2.026059592048791,No,No,0.1714976804472863,No,-3.7179884007840966,0.020187185229542104,DSL,One year,0
Male,0.6546200210621678,No,No,-0.7672456418649145,Yes,-5.372096166255517,1.1129269539811388,No,Two year,0
Male,-2.8392052352961876,No,No,0.12578082931291434,No,-2.0098898036577975,0.8773594169300823,DSL,One year,1
Female,0.616297025492326,Yes,Yes,1.5580604133229876,Yes,2.7246440174538593,-2.608391389703849,DSL,Month-to-month,1
Female,0.8808455090260626,Yes,No,-1.3720006580222939,No,2.3168376131291444,-0.054393047707092745,DSL,Two year,1
Female,-0.5909715684392889,Yes,Yes,-2.87457224105364,Yes,-3.221932313541572,-0.19340050160788202,DSL,Month-to-month,0
Male,-1.0236492002725572,Yes,Yes,1.007012415884418,No,-3.7422357536468445,1.7474997611087533,Fiber optic,Two year,0
Female,1.1221588337949548,No,No,0.1454953037692448,Yes,1.686803986881405,-1.0289727682513103,No,Two year,1
Female,0.666124711243709,No,Yes,-1.131503048113449,Yes,1.5403418081579747,1.132222605303547,Fiber optic,Two year,0
Female,0.10265869025102092,No,Yes,-1.8825284633911943,No,-2.63468059297589,2.370816615344048,DSL,Month-to-month,0
Male,-1.76189167494333,No,Yes,-2.7704068215254205,Yes,-3.7012140518725714,-0.5938409271973972,Fiber optic,Two year,0
Female,1.298993510397851,No,No,-3.3332461808994833,No,-2.794415064282116,1.1117343357431695,No,Month-to-month,0
Male,0.8372958356006739,Yes,No,-4.469356414811447,Yes,-0.9676113385525057,3.050086598189995,DSL,Two year,1
Male,-1.4903630825775167,Yes,No,-0.5761256342593539,No,-2.7488445474374927,2.8301234904053727,Fiber optic,Month-to-month,0
Male,-0.8030835240801448,Yes,Yes,1.24443988437817,No,-0.5304423346216095,-3.158405191751427,Fiber optic,Month-to-month,1
Female,-2.914192873005651,No,No,-0.2799147004603758,No,-3.9219361107289017,-2.0679391665424696,No,Month-to-month,0
Female,1.7848496189665162,No,No,3.097724874542352,Yes,3.7085733324706918,0.05061882691547237,Fiber optic,Month-to-month,0
Female,1.0546395276303406,No,Yes,-4.433116405156535,Yes,-3.7391225529524954,1.4177628141179373,DSL,Month-to-month,0
Male,1.1248167614900502,No,No,-1.0423953852292145,Yes,-2.2050930956176162,-0.10811762667168856,Fiber optic,One year,0
Male,-1.8415112598867347,No,No,1.4503840214573862,Yes,-2.901004062562263,-3.9753531866395737,Fiber optic,Two year,0
Male,-1.5036677635905302,Yes,No,-0.06639398991273615,Yes,-5.031369549339281,-1.209324482365719,DSL,Two year,0
